temperature,year,value,scenario,variant,unit
Prozesswärme (<200°C),2000,28.571271032122247,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2001,27.95180341999947,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2002,30.060054519757642,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2003,26.805129130651316,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2004,26.982908878352028,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2005,26.68871161153436,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2006,27.863350524679216,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2007,31.474918843002623,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2008,30.009202987307777,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2009,26.31730642227223,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2010,25.086883902436742,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2011,25.499824891996074,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2012,23.22969367587058,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2013,23.020806156803232,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2014,25.62499966533131,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2015,22.417885000635398,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2016,20.462426214662273,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2017,21.76118564022387,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2018,22.453672353154502,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2019,22.447377879834836,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2020,21.842641240725275,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2021,21.566397243042093,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2022,21.287172126245835,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2023,21.007564576360355,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2024,20.731062686160726,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2025,20.458125109219903,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2026,20.170098087893766,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2027,19.8818811355374,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2028,19.593007513082597,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2029,19.305020193449845,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2030,19.020528930645654,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2031,18.73121316886189,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2032,18.45082402959005,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2033,18.18050217197614,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2034,17.921113437697148,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2035,17.672576622276345,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2036,17.42141659154264,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2037,17.18093116120966,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2038,16.94799237804597,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2039,16.72018138623894,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2040,16.494939882511765,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2041,16.263056792001002,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2042,16.031593015546896,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2043,15.800704280594594,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2044,15.571578662413446,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2045,15.345734593144527,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2046,15.117952857615114,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2047,14.894864558574186,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2048,14.676217900347655,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2049,14.462303326284928,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2050,14.25335791292148,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2051,14.045876744019985,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2052,13.844838602435047,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2053,13.65033668063946,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2054,13.462617109411138,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2055,13.281322279835944,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2056,13.104648559703145,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2057,12.932723872393394,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2058,12.765340412798816,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2059,12.601846155556625,ZERO-B,KKW50,PJ
Prozesswärme (<200°C),2060,12.441368958062183,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2000,6.847744745211931,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2001,6.64779145327744,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2002,6.43546095598464,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2003,6.323533835551275,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2004,6.675623325611472,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2005,6.818132226082784,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2006,7.200271231820726,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2007,7.355056633824651,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2008,6.434069962581866,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2009,6.0057468916702,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2010,6.587004719380546,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2011,6.658291076164881,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2012,6.6310557957412835,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2013,6.155137996524153,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2014,6.52801296671872,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2015,6.496283065772436,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2016,6.250369237999277,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2017,6.230586321073725,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2018,5.902262002539551,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2019,5.514167170825813,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2020,5.608609518609875,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2021,5.493256588857266,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2022,5.383295235541294,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2023,5.278674002133945,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2024,5.1770778073168575,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2025,5.076584210743021,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2026,4.988243084062126,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2027,4.902073570034479,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2028,4.821808030649987,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2029,4.750695031524547,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2030,4.690262086972637,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2031,4.641427043308895,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2032,4.599885888093296,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2033,4.562547336335486,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2034,4.526785568978851,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2035,4.490887863290104,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2036,4.450923480854177,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2037,4.4103488737770515,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2038,4.368656057227322,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2039,4.326200796484496,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2040,4.283497172425755,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2041,4.241860003839686,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2042,4.200838436734099,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2043,4.160530583761948,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2044,4.1209356947378835,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2045,4.082141452156075,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2046,4.0453416056633005,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2047,4.009684973119975,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2048,3.9754465051312664,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2049,3.9427901359615096,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2050,3.911930453111782,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2051,3.883702840173541,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2052,3.85733639195505,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2053,3.83270092336805,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2054,3.8094536542283497,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2055,3.78723759742425,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2056,3.764237257238671,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2057,3.7415383263724284,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2058,3.718977600684234,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2059,3.696398524357109,ZERO-B,KKW50,PJ
Prozesswärme (200-400°C),2060,3.673749968879367,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2000,20.809126441049692,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2001,22.081193584722804,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2002,21.08446173952311,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2003,22.374156515969204,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2004,22.36738337881095,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2005,23.649563338859497,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2006,23.73660778361151,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2007,22.17965536261401,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2008,23.037297071513393,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2009,21.221478922277335,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2010,21.572590969793996,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2011,23.4650410075005,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2012,26.14426996400335,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2013,24.77652068299625,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2014,23.13778557910908,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2015,22.798046290965274,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2016,24.048938987807297,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2017,23.51770825628037,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2018,24.15766437619841,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2019,23.987107756863725,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2020,23.870301418409973,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2021,23.68450714224243,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2022,23.503246517537317,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2023,23.327061679801414,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2024,23.156452853122616,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2025,22.991894655826577,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2026,22.812898330051965,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2027,22.64030912003198,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2028,22.473684324535252,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2029,22.312373671851265,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2030,22.155567738017684,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2031,22.001388466606517,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2032,21.85089034260322,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2033,21.704468478081456,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2034,21.56292122023153,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2035,21.426702167097922,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2036,21.273837783050496,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2037,21.125771896861757,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2038,20.981349907396982,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2039,20.83999183806921,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2040,20.70159648236079,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2041,20.552220863294036,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2042,20.407185906535858,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2043,20.26691623467887,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2044,20.131800293831162,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2045,20.001916464974585,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2046,19.864988999809253,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2047,19.733444444099316,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2048,19.607131670043202,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2049,19.48585857574112,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2050,19.369489667681737,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2051,19.24969095809351,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2052,19.134472840337782,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2053,19.02378514077738,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2054,18.9174890161572,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2055,18.81556164321521,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2056,18.721642611142688,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2057,18.631841370262503,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2058,18.54593761060472,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2059,18.463875809271652,ZERO-B,KKW50,PJ
Prozesswärme (400-600°C),2060,18.385339967302443,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2000,5.728688158117013,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2001,5.426442139342402,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2002,4.289324153961685,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2003,4.428919779401992,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2004,4.792294167705525,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2005,4.259389787882926,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2006,4.4032601002616225,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2007,4.706758795742109,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2008,4.689098258831615,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2009,4.359395275264753,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2010,4.863474313712014,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2011,4.798354832654134,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2012,5.741272522553263,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2013,5.537090560519603,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2014,6.253673372579581,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2015,5.558862700195454,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2016,5.413397853676116,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2017,5.380903634749747,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2018,4.480528804870263,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2019,4.323737825033936,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2020,4.464749997476998,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2021,4.4221393017070385,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2022,4.381041255336472,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2023,4.341330029832193,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2024,4.302895129516541,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2025,4.265633165012303,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2026,4.229443591932949,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2027,4.194245764193485,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2028,4.15998071651965,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2029,4.126588363241818,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2030,4.0940071571318795,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2031,4.062190229382869,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2032,4.031100412117471,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2033,4.000700019255415,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2034,3.9709456918239336,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2035,3.941790821627138,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2036,3.9131855089031493,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2037,3.8850857413835795,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2038,3.8574545471385377,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2039,3.8302606865037614,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2040,3.803477862957892,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2041,3.777084427266152,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2042,3.751062702790744,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2043,3.725398008300863,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2044,3.7000780858626108,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2045,3.675092408646404,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2046,3.650430455481008,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2047,3.626080159207211,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2048,3.602026013740618,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2049,3.5782504332651133,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2050,3.5547357852759234,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2051,3.531466254857857,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2052,3.508428856403259,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2053,3.4856141238627574,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2054,3.4630149307530296,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2055,3.4406262872598923,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2056,3.41844472601616,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2057,3.396467599504647,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2058,3.374692356693315,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2059,3.3531158587461185,ZERO-B,KKW50,PJ
Prozesswärme (600-800°C),2060,3.3317338420513902,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2000,2.235056711696796,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2001,2.2198901392894888,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2002,1.9399533723600386,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2003,2.06236505467042,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2004,2.242394189453896,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2005,2.3207432515085533,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2006,2.2202184403096505,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2007,2.0859363613048023,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2008,2.1605916822551756,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2009,1.7099114958096973,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2010,1.7891621260511683,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2011,1.8062780650123766,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2012,1.786611648896558,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2013,1.7390589808517078,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2014,1.8794641343676948,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2015,1.7614962505190503,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2016,1.6447971544472453,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2017,1.7096952182590177,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2018,1.8087855709941811,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2019,1.707359475606115,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2020,1.823929766448119,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2021,1.7903225758456898,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2022,1.7584759195662727,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2023,1.728361916124709,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2024,1.6997460063886138,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2025,1.6719623838102404,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2026,1.6418966388081104,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2027,1.6122273124208648,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2028,1.5832438415431298,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2029,1.555516851950825,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2030,1.5293857703388407,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2031,1.5049431113227967,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2032,1.481914437988524,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2033,1.4600125232124328,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2034,1.4389868199164904,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2035,1.418705989610718,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2036,1.4044589115894468,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2037,1.384370728915636,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2038,1.3645902879714895,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2039,1.3450774020647833,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2040,1.325930072326744,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2041,1.3068466224021664,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2042,1.2882648261504395,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2043,1.270195453407367,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2044,1.2526368079654135,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2045,1.2355806804411413,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2046,1.2184956292725018,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2047,1.2018837550160162,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2048,1.1857093324944759,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2049,1.1699787847439522,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2050,1.154678455831053,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2051,1.139510166775094,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2052,1.1247017180230772,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2053,1.1101743102194948,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2054,1.0958833409126811,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2055,1.081759369518606,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2056,1.0683287748825976,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2057,1.0549674966514155,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2058,1.0416519268464994,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2059,1.0283777717766587,ZERO-B,KKW50,PJ
Prozesswärme (800-1000°C),2060,1.0151544608048007,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2000,3.9285854052661353,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2001,4.054513060259553,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2002,4.180463089922932,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2003,4.253232780976106,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2004,4.367791890159395,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2005,4.3916314777409795,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2006,4.7268858408333045,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2007,4.79760140636603,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2008,5.049799285815914,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2009,4.138461956662592,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2010,4.350058545572372,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2011,4.62676589644461,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2012,4.2729645467193125,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2013,3.8380354985424265,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2014,4.1893445466860575,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2015,4.260460357852653,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2016,4.020100474061365,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2017,4.469390516732613,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2018,4.308065114100902,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2019,4.087126796894475,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2020,4.422922969446954,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2021,4.3612985842907825,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2022,4.3031831447133735,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2023,4.247537886957968,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2024,4.194658146524246,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2025,4.143290520719418,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2026,4.081610013093846,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2027,4.021152914494886,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2028,3.9625559800397245,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2029,3.906847830421061,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2030,3.854516777151846,ZERO-B,KKW50,PJ
Prozesswärme (1000-1200°C),2031,3.8057849194854003,ZERO-B,KKW50,PJ
