fuel,year,value,scenario,variant
Biogene Dieseltreibstoffe,2027,2.4563187506225717,WWB,KKW50
Biogene Dieseltreibstoffe,2028,2.4301196286796136,WWB,KKW50
Biogene Dieseltreibstoffe,2029,2.398229341366533,WWB,KKW50
Biogene Dieseltreibstoffe,2030,2.3615293454735022,WWB,KKW50
Biogene Dieseltreibstoffe,2031,2.322115831526391,WWB,KKW50
Biogene Dieseltreibstoffe,2032,2.280281459961285,WWB,KKW50
Biogene Dieseltreibstoffe,2033,2.2362113615431563,WWB,KKW50
Biogene Dieseltreibstoffe,2034,2.1903496081162936,WWB,KKW50
Biogene Dieseltreibstoffe,2035,2.14336002918549,WWB,KKW50
Biogene Dieseltreibstoffe,2036,2.097818796628943,WWB,KKW50
Biogene Dieseltreibstoffe,2037,2.0479573600877665,WWB,KKW50
Biogene Dieseltreibstoffe,2038,1.998262607472094,WWB,KKW50
Biogene Dieseltreibstoffe,2039,1.949440171232146,WWB,KKW50
Biogene Dieseltreibstoffe,2040,1.9018969951728424,WWB,KKW50
Biogene Dieseltreibstoffe,2041,1.8554824318158898,WWB,KKW50
Biogene Dieseltreibstoffe,2042,1.8109143878257543,WWB,KKW50
Biogene Dieseltreibstoffe,2043,1.7680387791056529,WWB,KKW50
Biogene Dieseltreibstoffe,2044,1.7266531602716475,WWB,KKW50
Biogene Dieseltreibstoffe,2045,1.6866700222417794,WWB,KKW50
Biogene Dieseltreibstoffe,2046,1.6477343625349867,WWB,KKW50
Biogene Dieseltreibstoffe,2047,1.610323860756923,WWB,KKW50
Biogene Dieseltreibstoffe,2048,1.573174787582602,WWB,KKW50
Biogene Dieseltreibstoffe,2049,1.5367241378334433,WWB,KKW50
Biogene Dieseltreibstoffe,2050,1.5010006838794308,WWB,KKW50
Biogene Dieseltreibstoffe,2051,1.468014841844642,WWB,KKW50
Biogene Dieseltreibstoffe,2052,1.435661953727925,WWB,KKW50
Biogene Dieseltreibstoffe,2053,1.4038602373836544,WWB,KKW50
Biogene Dieseltreibstoffe,2054,1.372509039706866,WWB,KKW50
Biogene Dieseltreibstoffe,2055,1.3416107571571827,WWB,KKW50
Biogene Dieseltreibstoffe,2056,1.3110864921599645,WWB,KKW50
Biogene Dieseltreibstoffe,2057,1.2808004499258356,WWB,KKW50
Biogene Dieseltreibstoffe,2058,1.2507008815688108,WWB,KKW50
Biogene Dieseltreibstoffe,2059,1.2207735000104183,WWB,KKW50
Biogene Dieseltreibstoffe,2060,1.1910007737800914,WWB,KKW50
Biogas (Treibstoff),2000,0.006807971543491907,WWB,KKW50
Biogas (Treibstoff),2001,0.008513219893446845,WWB,KKW50
Biogas (Treibstoff),2002,0.007649028005182909,WWB,KKW50
Biogas (Treibstoff),2003,0.009340221115187106,WWB,KKW50
Biogas (Treibstoff),2004,0.01308628427023511,WWB,KKW50
Biogas (Treibstoff),2005,0.014736692965148422,WWB,KKW50
Biogas (Treibstoff),2006,0.01398115714491962,WWB,KKW50
Biogas (Treibstoff),2007,0.01278850396612699,WWB,KKW50
Biogas (Treibstoff),2008,0.01623418222852877,WWB,KKW50
Biogas (Treibstoff),2009,0.0034337342921980907,WWB,KKW50
Biogas (Treibstoff),2010,0.0035545256243050384,WWB,KKW50
Biogas (Treibstoff),2011,0.002979755018986385,WWB,KKW50
Biogas (Treibstoff),2012,0.0025621776354985137,WWB,KKW50
Biogas (Treibstoff),2013,0.0,WWB,KKW50
Biogas (Treibstoff),2014,0.0,WWB,KKW50
Biogas (Treibstoff),2015,0.0,WWB,KKW50
Biogas (Treibstoff),2016,0.0,WWB,KKW50
Biogas (Treibstoff),2017,0.0,WWB,KKW50
Biogas (Treibstoff),2018,0.0,WWB,KKW50
Biogas (Treibstoff),2019,0.0,WWB,KKW50
Biogas (Treibstoff),2020,0.17678267840670886,WWB,KKW50
Biogas (Treibstoff),2021,0.1810915549821004,WWB,KKW50
Biogas (Treibstoff),2022,0.1873869045054874,WWB,KKW50
Biogas (Treibstoff),2023,0.20177175135334965,WWB,KKW50
Biogas (Treibstoff),2024,0.21798794748597428,WWB,KKW50
Biogas (Treibstoff),2025,0.23552831692868548,WWB,KKW50
Biogas (Treibstoff),2026,0.25638306024454594,WWB,KKW50
Biogas (Treibstoff),2027,0.27563084420820466,WWB,KKW50
Biogas (Treibstoff),2028,0.29642318666908674,WWB,KKW50
Biogas (Treibstoff),2029,0.31814414186625856,WWB,KKW50
Biogas (Treibstoff),2030,0.3414923910441775,WWB,KKW50
Biogas (Treibstoff),2031,0.36268555251487444,WWB,KKW50
Biogas (Treibstoff),2032,0.38184005553802397,WWB,KKW50
Biogas (Treibstoff),2033,0.4015520075528778,WWB,KKW50
Biogas (Treibstoff),2034,0.4190848003049977,WWB,KKW50
Biogas (Treibstoff),2035,0.4337337436950412,WWB,KKW50
Biogas (Treibstoff),2036,0.447071077144352,WWB,KKW50
Biogas (Treibstoff),2037,0.45928502340627597,WWB,KKW50
Biogas (Treibstoff),2038,0.466443513311282,WWB,KKW50
Biogas (Treibstoff),2039,0.4727601144700272,WWB,KKW50
Biogas (Treibstoff),2040,0.47741256308879976,WWB,KKW50
Biogas (Treibstoff),2041,0.47907685283641377,WWB,KKW50
Biogas (Treibstoff),2042,0.4795422131192666,WWB,KKW50
Biogas (Treibstoff),2043,0.4794474132140036,WWB,KKW50
Biogas (Treibstoff),2044,0.47882999058247705,WWB,KKW50
Biogas (Treibstoff),2045,0.47674073474005385,WWB,KKW50
Biogas (Treibstoff),2046,0.47397164952797644,WWB,KKW50
Biogas (Treibstoff),2047,0.4717381072271044,WWB,KKW50
Biogas (Treibstoff),2048,0.4680671306461667,WWB,KKW50
Biogas (Treibstoff),2049,0.4641688557295438,WWB,KKW50
Biogas (Treibstoff),2050,0.4632121456863408,WWB,KKW50
Biogas (Treibstoff),2051,0.4589394366848236,WWB,KKW50
Biogas (Treibstoff),2052,0.45403016162183435,WWB,KKW50
Biogas (Treibstoff),2053,0.44965277118183133,WWB,KKW50
Biogas (Treibstoff),2054,0.4446319728609126,WWB,KKW50
Biogas (Treibstoff),2055,0.4400576275497905,WWB,KKW50
Biogas (Treibstoff),2056,0.43535689129396316,WWB,KKW50
Biogas (Treibstoff),2057,0.4312528067571916,WWB,KKW50
Biogas (Treibstoff),2058,0.428015745444965,WWB,KKW50
Biogas (Treibstoff),2059,0.4251554163215512,WWB,KKW50
Biogas (Treibstoff),2060,0.4223469167368318,WWB,KKW50
"Summe (Inland, ohne LaWi)",2000,6.223053607425053,WWB,KKW50
"Summe (Inland, ohne LaWi)",2001,6.779999999999999,WWB,KKW50
"Summe (Inland, ohne LaWi)",2002,6.929999999999999,WWB,KKW50
"Summe (Inland, ohne LaWi)",2003,7.430000000000009,WWB,KKW50
"Summe (Inland, ohne LaWi)",2004,7.790000000000006,WWB,KKW50
"Summe (Inland, ohne LaWi)",2005,8.529999999999998,WWB,KKW50
"Summe (Inland, ohne LaWi)",2006,8.970000000000004,WWB,KKW50
"Summe (Inland, ohne LaWi)",2007,9.709999999999999,WWB,KKW50
"Summe (Inland, ohne LaWi)",2008,11.200000000000001,WWB,KKW50
"Summe (Inland, ohne LaWi)",2009,12.05,WWB,KKW50
"Summe (Inland, ohne LaWi)",2010,14.300000000000002,WWB,KKW50
"Summe (Inland, ohne LaWi)",2011,14.199999999999989,WWB,KKW50
"Summe (Inland, ohne LaWi)",2012,16.310000000000002,WWB,KKW50
"Summe (Inland, ohne LaWi)",2013,17.89,WWB,KKW50
"Summe (Inland, ohne LaWi)",2014,17.440000000000005,WWB,KKW50
"Summe (Inland, ohne LaWi)",2015,20.56000000000001,WWB,KKW50
"Summe (Inland, ohne LaWi)",2016,23.68999999999999,WWB,KKW50
"Summe (Inland, ohne LaWi)",2017,26.43999999999999,WWB,KKW50
"Summe (Inland, ohne LaWi)",2018,28.309999999999995,WWB,KKW50
"Summe (Inland, ohne LaWi)",2019,30.34899996704998,WWB,KKW50
"Summe (Inland, ohne LaWi)",2020,36.017893191067515,WWB,KKW50
"Summe (Inland, ohne LaWi)",2021,39.25193131069328,WWB,KKW50
"Summe (Inland, ohne LaWi)",2022,36.190956488931974,WWB,KKW50
"Summe (Inland, ohne LaWi)",2023,35.83968236704704,WWB,KKW50
"Summe (Inland, ohne LaWi)",2024,37.624598459044044,WWB,KKW50
"Summe (Inland, ohne LaWi)",2025,39.536514991891266,WWB,KKW50
"Summe (Inland, ohne LaWi)",2026,41.56822226421701,WWB,KKW50
"Summe (Inland, ohne LaWi)",2027,43.313653637393614,WWB,KKW50
"Summe (Inland, ohne LaWi)",2028,45.011667994957975,WWB,KKW50
"Summe (Inland, ohne LaWi)",2029,46.7504419830298,WWB,KKW50
"Summe (Inland, ohne LaWi)",2030,48.60778878350004,WWB,KKW50
"Summe (Inland, ohne LaWi)",2031,50.11481878811299,WWB,KKW50
"Summe (Inland, ohne LaWi)",2032,51.53966898269187,WWB,KKW50
"Summe (Inland, ohne LaWi)",2033,53.00556537423513,WWB,KKW50
"Summe (Inland, ohne LaWi)",2034,54.37824627074685,WWB,KKW50
"Summe (Inland, ohne LaWi)",2035,55.48460458695963,WWB,KKW50
"Summe (Inland, ohne LaWi)",2036,56.686955580139056,WWB,KKW50
"Summe (Inland, ohne LaWi)",2037,57.95074103933606,WWB,KKW50
"Summe (Inland, ohne LaWi)",2038,59.11608731044815,WWB,KKW50
"Summe (Inland, ohne LaWi)",2039,60.316285571741936,WWB,KKW50
"Summe (Inland, ohne LaWi)",2040,61.423426088916166,WWB,KKW50
"Summe (Inland, ohne LaWi)",2041,62.79054213916844,WWB,KKW50
"Summe (Inland, ohne LaWi)",2042,64.11601907123566,WWB,KKW50
"Summe (Inland, ohne LaWi)",2043,65.67514247520722,WWB,KKW50
"Summe (Inland, ohne LaWi)",2044,67.09418142948938,WWB,KKW50
"Summe (Inland, ohne LaWi)",2045,68.52598709189238,WWB,KKW50
"Summe (Inland, ohne LaWi)",2046,69.99722613730172,WWB,KKW50
"Summe (Inland, ohne LaWi)",2047,71.37228782123499,WWB,KKW50
"Summe (Inland, ohne LaWi)",2048,72.90807676200988,WWB,KKW50
"Summe (Inland, ohne LaWi)",2049,74.53556124277708,WWB,KKW50
"Summe (Inland, ohne LaWi)",2050,75.98502835996565,WWB,KKW50
"Summe (Inland, ohne LaWi)",2051,77.07971997322439,WWB,KKW50
"Summe (Inland, ohne LaWi)",2052,78.16572048421075,WWB,KKW50
"Summe (Inland, ohne LaWi)",2053,79.17022640041641,WWB,KKW50
"Summe (Inland, ohne LaWi)",2054,80.03946129827293,WWB,KKW50
"Summe (Inland, ohne LaWi)",2055,80.77237747279644,WWB,KKW50
"Summe (Inland, ohne LaWi)",2056,81.51877874878697,WWB,KKW50
"Summe (Inland, ohne LaWi)",2057,82.23179804875409,WWB,KKW50
"Summe (Inland, ohne LaWi)",2058,82.87388013062251,WWB,KKW50
"Summe (Inland, ohne LaWi)",2059,83.57397698600657,WWB,KKW50
"Summe (Inland, ohne LaWi)",2060,84.10620526153367,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2000,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2001,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2002,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2003,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2004,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2005,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2006,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2007,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2008,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2009,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2010,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2011,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2012,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2013,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2014,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2015,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2016,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2017,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2018,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2019,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2020,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2021,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2022,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2023,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2024,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2025,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2026,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2027,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2028,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2029,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2030,0.0,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2031,0.19593744016980422,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2032,0.3944867820708304,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2033,0.5948822087832721,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2034,0.7965558531373881,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2035,0.9958628131723838,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2036,1.1948781102948718,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2037,1.393450272302645,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2038,1.5889854534388503,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2039,1.7834928593699424,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2040,1.9766785447734698,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2041,2.1682122719514534,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2042,2.3583957923242926,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2043,2.54717496059802,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2044,2.7344969852312766,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2045,2.920022721955176,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2046,2.9102437240871795,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2047,2.899912501890246,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2048,2.889321706299657,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2049,2.8787574276216152,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2050,2.867660546003589,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2051,2.856318650790564,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2052,2.8447364802023403,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2053,2.8329187173717005,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2054,2.821143251549089,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2055,2.8088665783211684,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2056,2.796368045838157,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2057,2.783652122044672,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2058,2.7707232223816565,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2059,2.7575857102897836,WWB,KKW50
Biogene Flugtreibstoffe (int. Flugverkehr),2060,2.7445079450382632,WWB,KKW50
Summe (Total),2000,6.223053607425053,WWB,KKW50
Summe (Total),2001,6.779999999999999,WWB,KKW50
Summe (Total),2002,6.929999999999999,WWB,KKW50
Summe (Total),2003,7.430000000000009,WWB,KKW50
Summe (Total),2004,7.790000000000006,WWB,KKW50
Summe (Total),2005,8.529999999999998,WWB,KKW50
Summe (Total),2006,8.970000000000004,WWB,KKW50
Summe (Total),2007,9.709999999999999,WWB,KKW50
Summe (Total),2008,11.200000000000001,WWB,KKW50
Summe (Total),2009,12.05,WWB,KKW50
Summe (Total),2010,14.300000000000002,WWB,KKW50
Summe (Total),2011,14.199999999999989,WWB,KKW50
Summe (Total),2012,16.310000000000002,WWB,KKW50
Summe (Total),2013,17.89,WWB,KKW50
Summe (Total),2014,17.440000000000005,WWB,KKW50
Summe (Total),2015,20.56000000000001,WWB,KKW50
Summe (Total),2016,23.68999999999999,WWB,KKW50
Summe (Total),2017,26.43999999999999,WWB,KKW50
Summe (Total),2018,28.309999999999995,WWB,KKW50
Summe (Total),2019,30.34899996704998,WWB,KKW50
Summe (Total),2020,36.017893191067515,WWB,KKW50
Summe (Total),2021,39.25193131069328,WWB,KKW50
Summe (Total),2022,36.190956488931974,WWB,KKW50
Summe (Total),2023,35.83968236704704,WWB,KKW50
Summe (Total),2024,37.624598459044044,WWB,KKW50
Summe (Total),2025,39.536514991891266,WWB,KKW50
Summe (Total),2026,41.56822226421701,WWB,KKW50
Summe (Total),2027,43.313653637393614,WWB,KKW50
Summe (Total),2028,45.011667994957975,WWB,KKW50
Summe (Total),2029,46.7504419830298,WWB,KKW50
Summe (Total),2030,48.60778878350004,WWB,KKW50
Summe (Total),2031,50.3107562282828,WWB,KKW50
Summe (Total),2032,51.9341557647627,WWB,KKW50
Summe (Total),2033,53.60044758301841,WWB,KKW50
Summe (Total),2034,55.17480212388424,WWB,KKW50
Summe (Total),2035,56.480467400132014,WWB,KKW50
Summe (Total),2036,57.88183369043393,WWB,KKW50
Summe (Total),2037,59.3441913116387,WWB,KKW50
Summe (Total),2038,60.705072763887,WWB,KKW50
Summe (Total),2039,62.09977843111188,WWB,KKW50
Summe (Total),2040,63.40010463368964,WWB,KKW50
Summe (Total),2041,64.95875441111988,WWB,KKW50
Summe (Total),2042,66.47441486355994,WWB,KKW50
Summe (Total),2043,68.22231743580524,WWB,KKW50
Summe (Total),2044,69.82867841472066,WWB,KKW50
Summe (Total),2045,71.44600981384755,WWB,KKW50
Summe (Total),2046,72.9074698613889,WWB,KKW50
Summe (Total),2047,74.27220032312523,WWB,KKW50
Summe (Total),2048,75.79739846830954,WWB,KKW50
Summe (Total),2049,77.4143186703987,WWB,KKW50
Summe (Total),2050,78.85268890596925,WWB,KKW50
Summe (Total),2051,79.93603862401496,WWB,KKW50
Summe (Total),2052,81.0104569644131,WWB,KKW50
Summe (Total),2053,82.00314511778811,WWB,KKW50
Summe (Total),2054,82.86060454982201,WWB,KKW50
Summe (Total),2055,83.58124405111761,WWB,KKW50
Summe (Total),2056,84.31514679462512,WWB,KKW50
Summe (Total),2057,85.01545017079876,WWB,KKW50
Summe (Total),2058,85.64460335300417,WWB,KKW50
Summe (Total),2059,86.33156269629636,WWB,KKW50
Summe (Total),2060,86.85071320657194,WWB,KKW50
