sector_fuel,year,value,scenario,variant,unit
Erdgas,2031,36.74525542046395,ZERO-Basis,KKW50,PJ
Erdgas,2032,34.6605067759191,ZERO-Basis,KKW50,PJ
Erdgas,2033,32.486653242500516,ZERO-Basis,KKW50,PJ
Erdgas,2034,30.404863435017905,ZERO-Basis,KKW50,PJ
Erdgas,2035,28.408777037466095,ZERO-Basis,KKW50,PJ
Erdgas,2036,26.446252887263665,ZERO-Basis,KKW50,PJ
Erdgas,2037,24.52095713270539,ZERO-Basis,KKW50,PJ
Erdgas,2038,22.72365894825611,ZERO-Basis,KKW50,PJ
Erdgas,2039,20.96471759110737,ZERO-Basis,KKW50,PJ
Erdgas,2040,19.362430776812737,ZERO-Basis,KKW50,PJ
Erdgas,2041,17.40005679527764,ZERO-Basis,KKW50,PJ
Erdgas,2042,15.71579318536656,ZERO-Basis,KKW50,PJ
Erdgas,2043,13.815595047514028,ZERO-Basis,KKW50,PJ
Erdgas,2044,12.03846139440111,ZERO-Basis,KKW50,PJ
Erdgas,2045,10.35678863373668,ZERO-Basis,KKW50,PJ
Erdgas,2046,7.425623823711853,ZERO-Basis,KKW50,PJ
Erdgas,2047,4.947581599658645,ZERO-Basis,KKW50,PJ
Erdgas,2048,2.9632411989955703,ZERO-Basis,KKW50,PJ
Erdgas,2049,1.3127725120360738,ZERO-Basis,KKW50,PJ
Erdgas,2050,0.008279837574612363,ZERO-Basis,KKW50,PJ
Erdgas,2051,-5.7801274388949404e-12,ZERO-Basis,KKW50,PJ
Erdgas,2052,5.1733139837488086e-11,ZERO-Basis,KKW50,PJ
Erdgas,2053,-1.955390557396531e-10,ZERO-Basis,KKW50,PJ
Erdgas,2054,-3.977680829894326e-11,ZERO-Basis,KKW50,PJ
Erdgas,2055,0.00793435101553213,ZERO-Basis,KKW50,PJ
Erdgas,2056,-2.096638488411389e-11,ZERO-Basis,KKW50,PJ
Erdgas,2057,-7.015925478739094e-11,ZERO-Basis,KKW50,PJ
Erdgas,2058,-5.448833164006858e-11,ZERO-Basis,KKW50,PJ
Erdgas,2059,2.8977142244792704e-11,ZERO-Basis,KKW50,PJ
Erdgas,2060,0.008512655954090837,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2000,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2001,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2002,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2003,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2004,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2005,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2006,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2007,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2008,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2009,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2010,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2011,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2012,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2013,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2014,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2015,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2016,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2017,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2018,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2019,0.0,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2020,1.398030951164794,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2021,1.7483253746853609,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2022,2.0966943450374282,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2023,2.4385701935494106,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2024,2.761060164001021,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2025,3.0590132618278294,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2026,3.91573651361675,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2027,4.7040582227315575,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2028,5.467290621286885,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2029,6.16723764468916,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2030,6.812399573324151,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2031,7.481095437291984,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2032,8.0814706610575,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2033,8.583659591608082,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2034,9.027204090252845,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2035,9.407016450675785,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2036,9.7260206035223,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2037,9.962592603721253,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2038,10.160028326361756,ZERO-Basis,KKW50,PJ
Biogas / Biomethan,2039,10.282128860422183,ZERO-Basis,KKW50,PJ
