country,year,value,scenario,variant,unit
Schweiz,2015,46.22474944139139,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2016,40.80512268314905,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2017,46.84764925824124,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2018,54.94578108058459,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2019,61.77280160714397,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2020,60.760569619964926,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2021,58.11580255036468,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2022,62.20311154762027,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2023,62.94756876831574,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2024,62.54507253663011,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2025,63.594113942308184,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2026,64.28379688186861,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2027,60.148698035714574,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2028,59.66495971153792,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2029,63.25617232142938,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2030,62.28767297161159,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2031,67.74954784340477,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2032,72.77887111721753,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2033,75.96758736263709,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2034,89.59711358974282,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2035,89.54504624084286,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2036,96.17934928571094,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2037,98.95162075091508,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2038,103.98530690476309,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2039,99.0759320924882,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2040,104.23483065934043,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2041,119.39933246336828,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2042,139.01000604853772,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2043,142.81356305861485,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2044,159.2120229624599,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2045,155.4104381914008,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2046,162.530542358069,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2047,170.96562297620108,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2048,170.81554346154672,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2049,163.90161800824941,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2050,174.480860366304,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2051,171.25836934524463,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2052,172.5130346932329,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2053,172.58195005953203,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2054,173.76106947802745,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2055,191.71313639652922,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2056,182.71930664377726,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2057,190.8928319597117,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2058,186.21750812729687,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2059,185.80237086997568,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2060,183.58042911172714,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2015,34.845735416666535,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2016,32.36441030219774,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2017,37.40791130952364,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2018,48.98663880036557,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2019,55.973246565934275,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2020,54.468385709706695,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2021,53.778052129120326,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2022,55.47729584249009,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2023,56.249323777472625,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2024,56.539757715201766,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2025,55.36582589743612,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2026,54.4491117307685,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2027,54.16503482142816,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2028,53.46488851190579,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2029,52.99743467032998,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2030,53.569754317765046,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2031,60.07544847069441,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2032,65.35264273809352,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2033,70.07814002289436,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2034,74.99758596153885,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2035,81.33972954212355,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2036,83.91142205586094,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2037,88.30692762362692,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2038,88.5695092124546,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2039,83.97637116758344,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2040,87.80046493131933,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2041,102.04528790293158,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2042,112.05376644230877,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2043,119.0812789468872,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2044,121.82986495421311,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2045,127.00606924450656,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2046,133.98048891025738,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2047,137.51827897893648,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2048,138.31856332417502,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2049,138.299990045787,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2050,141.8369773031102,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2051,147.4236378205129,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2052,148.26409393772727,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2053,148.08531703754488,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2054,146.13282219322335,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2055,149.6355413827849,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2056,150.76355759615387,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2057,148.96517066391863,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2058,150.27893400183135,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2059,148.89002454670376,ZERO-Basis,KKW50,CHF/MWh
Deutschland,2060,146.6545462683155,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2015,42.13961717032964,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2016,38.55180289834991,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2017,46.66784593864349,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2018,52.16768252747086,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2019,57.955639294870096,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2020,55.75122235347948,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2021,54.93057095238018,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2022,54.64468698718037,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2023,51.04193439560392,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2024,49.08274711080376,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2025,46.82555548076932,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2026,44.27523293955956,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2027,42.741150334248154,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2028,43.34186342490705,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2029,40.998116488094546,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2030,44.26786064560408,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2031,52.871457422159985,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2032,55.44674160714215,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2033,60.485023145604785,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2034,66.88378205586362,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2035,70.78877108058646,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2036,77.89596559981834,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2037,83.18004404762362,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2038,84.52603602564452,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2039,80.74655299908595,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2040,80.9462136172208,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2041,98.20647863095472,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2042,110.53286688644634,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2043,121.58705727564532,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2044,125.5473097573288,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2045,130.1119013919449,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2046,135.17787554029368,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2047,131.70189119047672,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2048,144.866256886445,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2049,138.93015061813253,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2050,149.39358352106325,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2051,148.1391709935915,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2052,148.2848265476183,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2053,150.88874743589352,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2054,151.3270823031126,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2055,155.69288424907913,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2056,161.13794058150114,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2057,161.4772841346144,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2058,162.42537911629452,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2059,167.653337252747,ZERO-Basis,KKW50,CHF/MWh
Frankreich,2060,167.00682341574552,ZERO-Basis,KKW50,CHF/MWh
Italien,2015,57.537173676739904,ZERO-Basis,KKW50,CHF/MWh
Italien,2016,47.359675993589875,ZERO-Basis,KKW50,CHF/MWh
Italien,2017,55.4231773809516,ZERO-Basis,KKW50,CHF/MWh
Italien,2018,67.15598290750967,ZERO-Basis,KKW50,CHF/MWh
Italien,2019,74.19642617216047,ZERO-Basis,KKW50,CHF/MWh
Italien,2020,75.00332979395627,ZERO-Basis,KKW50,CHF/MWh
Italien,2021,75.32151795329673,ZERO-Basis,KKW50,CHF/MWh
Italien,2022,75.62044368590003,ZERO-Basis,KKW50,CHF/MWh
Italien,2023,75.96972797161065,ZERO-Basis,KKW50,CHF/MWh
Italien,2024,75.5345135256424,ZERO-Basis,KKW50,CHF/MWh
Italien,2025,74.75334103022087,ZERO-Basis,KKW50,CHF/MWh
Italien,2026,74.32058693681303,ZERO-Basis,KKW50,CHF/MWh
Italien,2027,73.1404025915747,ZERO-Basis,KKW50,CHF/MWh
Italien,2028,72.0611140796715,ZERO-Basis,KKW50,CHF/MWh
Italien,2029,72.50951024725252,ZERO-Basis,KKW50,CHF/MWh
Italien,2030,71.930634528389,ZERO-Basis,KKW50,CHF/MWh
Italien,2031,74.18368184065739,ZERO-Basis,KKW50,CHF/MWh
Italien,2032,76.91307128205014,ZERO-Basis,KKW50,CHF/MWh
Italien,2033,80.2922851282034,ZERO-Basis,KKW50,CHF/MWh
Italien,2034,84.43943012820496,ZERO-Basis,KKW50,CHF/MWh
Italien,2035,95.08272411171978,ZERO-Basis,KKW50,CHF/MWh
Italien,2036,97.78307385073464,ZERO-Basis,KKW50,CHF/MWh
Italien,2037,100.09945827838713,ZERO-Basis,KKW50,CHF/MWh
Italien,2038,101.91577276098671,ZERO-Basis,KKW50,CHF/MWh
Italien,2039,103.00217596611813,ZERO-Basis,KKW50,CHF/MWh
Italien,2040,106.55137442765587,ZERO-Basis,KKW50,CHF/MWh
Italien,2041,129.85585064561133,ZERO-Basis,KKW50,CHF/MWh
Italien,2042,147.32352488095316,ZERO-Basis,KKW50,CHF/MWh
Italien,2043,163.01248079670265,ZERO-Basis,KKW50,CHF/MWh
Italien,2044,176.55589335623134,ZERO-Basis,KKW50,CHF/MWh
Italien,2045,186.09116160714674,ZERO-Basis,KKW50,CHF/MWh
Italien,2046,194.85755248626458,ZERO-Basis,KKW50,CHF/MWh
Italien,2047,201.49153392856422,ZERO-Basis,KKW50,CHF/MWh
Italien,2048,207.0799805219725,ZERO-Basis,KKW50,CHF/MWh
Italien,2049,211.39064834248515,ZERO-Basis,KKW50,CHF/MWh
Italien,2050,217.86626482142754,ZERO-Basis,KKW50,CHF/MWh
Italien,2051,223.14610905677804,ZERO-Basis,KKW50,CHF/MWh
Italien,2052,228.60794117215877,ZERO-Basis,KKW50,CHF/MWh
Italien,2053,233.7152933012878,ZERO-Basis,KKW50,CHF/MWh
Italien,2054,231.26499473443553,ZERO-Basis,KKW50,CHF/MWh
Italien,2055,239.37446444138726,ZERO-Basis,KKW50,CHF/MWh
Italien,2056,238.93875391483775,ZERO-Basis,KKW50,CHF/MWh
Italien,2057,240.13543108059406,ZERO-Basis,KKW50,CHF/MWh
Italien,2058,236.17150035255386,ZERO-Basis,KKW50,CHF/MWh
Italien,2059,232.1300132142869,ZERO-Basis,KKW50,CHF/MWh
Italien,2060,229.56419320054295,ZERO-Basis,KKW50,CHF/MWh
Österreich,2015,31.76450931776523,ZERO-Basis,KKW50,CHF/MWh
Österreich,2016,28.687969958791633,ZERO-Basis,KKW50,CHF/MWh
Österreich,2017,36.5564515247246,ZERO-Basis,KKW50,CHF/MWh
Österreich,2018,45.011328626373654,ZERO-Basis,KKW50,CHF/MWh
Österreich,2019,52.20156963827839,ZERO-Basis,KKW50,CHF/MWh
Österreich,2020,52.70494112179468,ZERO-Basis,KKW50,CHF/MWh
Österreich,2021,46.70196435897324,ZERO-Basis,KKW50,CHF/MWh
Österreich,2022,46.61382626831343,ZERO-Basis,KKW50,CHF/MWh
Österreich,2023,48.72020594780291,ZERO-Basis,KKW50,CHF/MWh
Österreich,2024,48.89243062729052,ZERO-Basis,KKW50,CHF/MWh
Österreich,2025,48.794895686812325,ZERO-Basis,KKW50,CHF/MWh
Österreich,2026,47.181785425822525,ZERO-Basis,KKW50,CHF/MWh
Österreich,2027,47.994445361722505,ZERO-Basis,KKW50,CHF/MWh
Österreich,2028,48.19867520604545,ZERO-Basis,KKW50,CHF/MWh
Österreich,2029,48.23504670329719,ZERO-Basis,KKW50,CHF/MWh
Österreich,2030,49.18939421245302,ZERO-Basis,KKW50,CHF/MWh
Österreich,2031,53.07680132325964,ZERO-Basis,KKW50,CHF/MWh
Österreich,2032,59.01138482600575,ZERO-Basis,KKW50,CHF/MWh
Österreich,2033,66.19528089285608,ZERO-Basis,KKW50,CHF/MWh
Österreich,2034,68.14468771520073,ZERO-Basis,KKW50,CHF/MWh
Österreich,2035,75.79967855769254,ZERO-Basis,KKW50,CHF/MWh
Österreich,2036,78.14426628205312,ZERO-Basis,KKW50,CHF/MWh
Österreich,2037,78.30109878662931,ZERO-Basis,KKW50,CHF/MWh
Österreich,2038,77.66026185897537,ZERO-Basis,KKW50,CHF/MWh
Österreich,2039,75.04716095695964,ZERO-Basis,KKW50,CHF/MWh
Österreich,2040,78.00942902930414,ZERO-Basis,KKW50,CHF/MWh
Österreich,2041,97.59257664835268,ZERO-Basis,KKW50,CHF/MWh
Österreich,2042,109.00768199633806,ZERO-Basis,KKW50,CHF/MWh
Österreich,2043,114.68750474816706,ZERO-Basis,KKW50,CHF/MWh
Österreich,2044,120.31304372252724,ZERO-Basis,KKW50,CHF/MWh
Österreich,2045,125.5356375228942,ZERO-Basis,KKW50,CHF/MWh
Österreich,2046,127.67412686813196,ZERO-Basis,KKW50,CHF/MWh
Österreich,2047,133.18540783424737,ZERO-Basis,KKW50,CHF/MWh
Österreich,2048,136.30732728022133,ZERO-Basis,KKW50,CHF/MWh
Österreich,2049,135.57595856685086,ZERO-Basis,KKW50,CHF/MWh
Österreich,2050,136.39473811355327,ZERO-Basis,KKW50,CHF/MWh
Österreich,2051,136.63992687271084,ZERO-Basis,KKW50,CHF/MWh
Österreich,2052,137.1487430265582,ZERO-Basis,KKW50,CHF/MWh
Österreich,2053,138.9945387179479,ZERO-Basis,KKW50,CHF/MWh
Österreich,2054,136.46649226648583,ZERO-Basis,KKW50,CHF/MWh
Österreich,2055,142.28246829212617,ZERO-Basis,KKW50,CHF/MWh
Österreich,2056,139.6582828571424,ZERO-Basis,KKW50,CHF/MWh
Österreich,2057,138.57854168498054,ZERO-Basis,KKW50,CHF/MWh
Österreich,2058,137.94104068681617,ZERO-Basis,KKW50,CHF/MWh
Österreich,2059,137.43419106227245,ZERO-Basis,KKW50,CHF/MWh
Österreich,2060,124.42992515110132,ZERO-Basis,KKW50,CHF/MWh
Schweiz,2015,46.84092149725047,ZERO-A,KKW50,CHF/MWh
Schweiz,2016,40.77607753662899,ZERO-A,KKW50,CHF/MWh
Schweiz,2017,47.09187241300426,ZERO-A,KKW50,CHF/MWh
Schweiz,2018,55.0452267811338,ZERO-A,KKW50,CHF/MWh
Schweiz,2019,61.824653846154014,ZERO-A,KKW50,CHF/MWh
Schweiz,2020,60.34161894230784,ZERO-A,KKW50,CHF/MWh
Schweiz,2021,57.89855656593469,ZERO-A,KKW50,CHF/MWh
Schweiz,2022,62.170020874541045,ZERO-A,KKW50,CHF/MWh
Schweiz,2023,62.884373864471065,ZERO-A,KKW50,CHF/MWh
Schweiz,2024,61.43672294413958,ZERO-A,KKW50,CHF/MWh
Schweiz,2025,63.8776756501841,ZERO-A,KKW50,CHF/MWh
Schweiz,2026,64.19243864926874,ZERO-A,KKW50,CHF/MWh
Schweiz,2027,61.31792824175919,ZERO-A,KKW50,CHF/MWh
Schweiz,2028,60.53463412545753,ZERO-A,KKW50,CHF/MWh
Schweiz,2029,63.158897637362706,ZERO-A,KKW50,CHF/MWh
Schweiz,2030,61.53541522893885,ZERO-A,KKW50,CHF/MWh
Schweiz,2031,65.83675949633796,ZERO-A,KKW50,CHF/MWh
Schweiz,2032,70.8880245100745,ZERO-A,KKW50,CHF/MWh
Schweiz,2033,77.5998819734438,ZERO-A,KKW50,CHF/MWh
Schweiz,2034,84.94365103021768,ZERO-A,KKW50,CHF/MWh
Schweiz,2035,91.01858152014519,ZERO-A,KKW50,CHF/MWh
Schweiz,2036,90.94986984432462,ZERO-A,KKW50,CHF/MWh
Schweiz,2037,100.11729473901443,ZERO-A,KKW50,CHF/MWh
Schweiz,2038,102.99667021520443,ZERO-A,KKW50,CHF/MWh
Schweiz,2039,102.39895790750886,ZERO-A,KKW50,CHF/MWh
Schweiz,2040,104.72001393772689,ZERO-A,KKW50,CHF/MWh
Schweiz,2041,121.63533337912135,ZERO-A,KKW50,CHF/MWh
Schweiz,2042,141.59653503663387,ZERO-A,KKW50,CHF/MWh
Schweiz,2043,144.13833112638102,ZERO-A,KKW50,CHF/MWh
Schweiz,2044,153.92132895604763,ZERO-A,KKW50,CHF/MWh
Schweiz,2045,155.28679528388946,ZERO-A,KKW50,CHF/MWh
Schweiz,2046,168.12258420788513,ZERO-A,KKW50,CHF/MWh
Schweiz,2047,167.93905802656153,ZERO-A,KKW50,CHF/MWh
Schweiz,2048,165.5701644780324,ZERO-A,KKW50,CHF/MWh
Schweiz,2049,161.08949956044594,ZERO-A,KKW50,CHF/MWh
Schweiz,2050,170.86640592949527,ZERO-A,KKW50,CHF/MWh
Schweiz,2051,176.98607874542193,ZERO-A,KKW50,CHF/MWh
Schweiz,2052,176.39298027931008,ZERO-A,KKW50,CHF/MWh
Schweiz,2053,179.99395130953286,ZERO-A,KKW50,CHF/MWh
Schweiz,2054,177.4094090338927,ZERO-A,KKW50,CHF/MWh
Schweiz,2055,182.2284889468921,ZERO-A,KKW50,CHF/MWh
Schweiz,2056,181.88458785256748,ZERO-A,KKW50,CHF/MWh
Schweiz,2057,193.19112843407206,ZERO-A,KKW50,CHF/MWh
Schweiz,2058,184.03302642858097,ZERO-A,KKW50,CHF/MWh
Schweiz,2059,180.91268233059188,ZERO-A,KKW50,CHF/MWh
Schweiz,2060,180.82033658425533,ZERO-A,KKW50,CHF/MWh
Deutschland,2015,34.85644032051263,ZERO-A,KKW50,CHF/MWh
Deutschland,2016,32.371235128205136,ZERO-A,KKW50,CHF/MWh
Deutschland,2017,37.3676512362637,ZERO-A,KKW50,CHF/MWh
Deutschland,2018,49.059399455127284,ZERO-A,KKW50,CHF/MWh
Deutschland,2019,55.961948383699564,ZERO-A,KKW50,CHF/MWh
Deutschland,2020,54.50098747252718,ZERO-A,KKW50,CHF/MWh
Deutschland,2021,53.70768609890057,ZERO-A,KKW50,CHF/MWh
Deutschland,2022,55.44902482600646,ZERO-A,KKW50,CHF/MWh
Deutschland,2023,56.12840347069597,ZERO-A,KKW50,CHF/MWh
Deutschland,2024,56.541719597069836,ZERO-A,KKW50,CHF/MWh
Deutschland,2025,55.40643824633716,ZERO-A,KKW50,CHF/MWh
Deutschland,2026,54.454047573259665,ZERO-A,KKW50,CHF/MWh
Deutschland,2027,54.18145646978017,ZERO-A,KKW50,CHF/MWh
Deutschland,2028,53.56256221153948,ZERO-A,KKW50,CHF/MWh
Deutschland,2029,53.01877211080609,ZERO-A,KKW50,CHF/MWh
Deutschland,2030,53.68885468864412,ZERO-A,KKW50,CHF/MWh
Deutschland,2031,60.26886373168363,ZERO-A,KKW50,CHF/MWh
Deutschland,2032,65.36050035714133,ZERO-A,KKW50,CHF/MWh
Deutschland,2033,70.17098503663043,ZERO-A,KKW50,CHF/MWh
Deutschland,2034,75.02351506868162,ZERO-A,KKW50,CHF/MWh
Deutschland,2035,81.38299451465005,ZERO-A,KKW50,CHF/MWh
Deutschland,2036,84.15506587454264,ZERO-A,KKW50,CHF/MWh
Deutschland,2037,88.43716471153881,ZERO-A,KKW50,CHF/MWh
Deutschland,2038,88.11892157967031,ZERO-A,KKW50,CHF/MWh
Deutschland,2039,84.03394572802317,ZERO-A,KKW50,CHF/MWh
Deutschland,2040,87.44505160714269,ZERO-A,KKW50,CHF/MWh
Deutschland,2041,102.412487655679,ZERO-A,KKW50,CHF/MWh
Deutschland,2042,111.4302932646526,ZERO-A,KKW50,CHF/MWh
Deutschland,2043,118.99947305403018,ZERO-A,KKW50,CHF/MWh
Deutschland,2044,121.68245585622749,ZERO-A,KKW50,CHF/MWh
Deutschland,2045,128.23282939560565,ZERO-A,KKW50,CHF/MWh
Deutschland,2046,133.41111666666757,ZERO-A,KKW50,CHF/MWh
Deutschland,2047,138.2403286538454,ZERO-A,KKW50,CHF/MWh
Deutschland,2048,140.26619602106177,ZERO-A,KKW50,CHF/MWh
Deutschland,2049,137.91130692307559,ZERO-A,KKW50,CHF/MWh
Deutschland,2050,142.56707713369718,ZERO-A,KKW50,CHF/MWh
Deutschland,2051,149.81938438644704,ZERO-A,KKW50,CHF/MWh
Deutschland,2052,148.7384717948714,ZERO-A,KKW50,CHF/MWh
Deutschland,2053,147.316967614468,ZERO-A,KKW50,CHF/MWh
Deutschland,2054,147.07183860805972,ZERO-A,KKW50,CHF/MWh
Deutschland,2055,150.56317038461705,ZERO-A,KKW50,CHF/MWh
Deutschland,2056,151.6632001373657,ZERO-A,KKW50,CHF/MWh
Deutschland,2057,151.80025328754556,ZERO-A,KKW50,CHF/MWh
Deutschland,2058,152.7776134386442,ZERO-A,KKW50,CHF/MWh
Deutschland,2059,152.51354918498512,ZERO-A,KKW50,CHF/MWh
Deutschland,2060,148.46116659798693,ZERO-A,KKW50,CHF/MWh
Frankreich,2015,42.551814194138466,ZERO-A,KKW50,CHF/MWh
Frankreich,2016,38.32583593406494,ZERO-A,KKW50,CHF/MWh
Frankreich,2017,46.74536888736081,ZERO-A,KKW50,CHF/MWh
Frankreich,2018,52.168068530217035,ZERO-A,KKW50,CHF/MWh
Frankreich,2019,57.83586106227232,ZERO-A,KKW50,CHF/MWh
Frankreich,2020,55.98731621337068,ZERO-A,KKW50,CHF/MWh
Frankreich,2021,54.478245045786984,ZERO-A,KKW50,CHF/MWh
Frankreich,2022,54.23927282967026,ZERO-A,KKW50,CHF/MWh
Frankreich,2023,50.60947282509121,ZERO-A,KKW50,CHF/MWh
Frankreich,2024,48.99168233058422,ZERO-A,KKW50,CHF/MWh
Frankreich,2025,46.94881052655656,ZERO-A,KKW50,CHF/MWh
Frankreich,2026,44.4728482875448,ZERO-A,KKW50,CHF/MWh
Frankreich,2027,42.14646669413768,ZERO-A,KKW50,CHF/MWh
Frankreich,2028,43.18884872252658,ZERO-A,KKW50,CHF/MWh
Frankreich,2029,41.0781539652008,ZERO-A,KKW50,CHF/MWh
Frankreich,2030,44.55362669871825,ZERO-A,KKW50,CHF/MWh
Frankreich,2031,52.864428241757345,ZERO-A,KKW50,CHF/MWh
Frankreich,2032,55.13050298076824,ZERO-A,KKW50,CHF/MWh
Frankreich,2033,59.80606582417709,ZERO-A,KKW50,CHF/MWh
Frankreich,2034,66.29232572802447,ZERO-A,KKW50,CHF/MWh
Frankreich,2035,71.49907562271262,ZERO-A,KKW50,CHF/MWh
Frankreich,2036,76.18190918040509,ZERO-A,KKW50,CHF/MWh
Frankreich,2037,83.07035460165179,ZERO-A,KKW50,CHF/MWh
Frankreich,2038,84.46037333333629,ZERO-A,KKW50,CHF/MWh
Frankreich,2039,81.21999061355542,ZERO-A,KKW50,CHF/MWh
Frankreich,2040,81.15191935439901,ZERO-A,KKW50,CHF/MWh
Frankreich,2041,99.5516764285723,ZERO-A,KKW50,CHF/MWh
Frankreich,2042,109.26037848901258,ZERO-A,KKW50,CHF/MWh
Frankreich,2043,120.31545428113928,ZERO-A,KKW50,CHF/MWh
Frankreich,2044,126.82904734890364,ZERO-A,KKW50,CHF/MWh
Frankreich,2045,130.1963812866344,ZERO-A,KKW50,CHF/MWh
Frankreich,2046,135.4275055219765,ZERO-A,KKW50,CHF/MWh
Frankreich,2047,134.4560781547633,ZERO-A,KKW50,CHF/MWh
Frankreich,2048,146.59783400640825,ZERO-A,KKW50,CHF/MWh
Frankreich,2049,138.13107925366373,ZERO-A,KKW50,CHF/MWh
Frankreich,2050,148.08136445970766,ZERO-A,KKW50,CHF/MWh
Frankreich,2051,148.31180849817017,ZERO-A,KKW50,CHF/MWh
Frankreich,2052,148.63888348443146,ZERO-A,KKW50,CHF/MWh
Frankreich,2053,152.28265036171817,ZERO-A,KKW50,CHF/MWh
Frankreich,2054,151.96338917582554,ZERO-A,KKW50,CHF/MWh
Frankreich,2055,155.06344137362188,ZERO-A,KKW50,CHF/MWh
Frankreich,2056,159.87722573259765,ZERO-A,KKW50,CHF/MWh
Frankreich,2057,160.78191379578573,ZERO-A,KKW50,CHF/MWh
Frankreich,2058,164.1754343086042,ZERO-A,KKW50,CHF/MWh
Frankreich,2059,167.28711797619002,ZERO-A,KKW50,CHF/MWh
Frankreich,2060,166.92925478937192,ZERO-A,KKW50,CHF/MWh
Italien,2015,57.545702252747205,ZERO-A,KKW50,CHF/MWh
