country,year,value,scenario,variant,unit
Deutschland,2059,151.9791291117235,ZERO-C,KKW60,CHF/MWh
Deutschland,2060,149.43746102564242,ZERO-C,KKW60,CHF/MWh
Frankreich,2015,42.413023434063604,ZERO-C,KKW60,CHF/MWh
Frankreich,2016,37.82893354853321,ZERO-C,KKW60,CHF/MWh
Frankreich,2017,46.28002352106064,ZERO-C,KKW60,CHF/MWh
Frankreich,2018,52.34355053113319,ZERO-C,KKW60,CHF/MWh
Frankreich,2019,58.281967902930425,ZERO-C,KKW60,CHF/MWh
Frankreich,2020,55.97686598901111,ZERO-C,KKW60,CHF/MWh
Frankreich,2021,54.86087335622724,ZERO-C,KKW60,CHF/MWh
Frankreich,2022,54.06632261904714,ZERO-C,KKW60,CHF/MWh
Frankreich,2023,50.70303234890042,ZERO-C,KKW60,CHF/MWh
Frankreich,2024,48.91188266941207,ZERO-C,KKW60,CHF/MWh
Frankreich,2025,46.79744075091604,ZERO-C,KKW60,CHF/MWh
Frankreich,2026,44.23445607142827,ZERO-C,KKW60,CHF/MWh
Frankreich,2027,42.41390657966922,ZERO-C,KKW60,CHF/MWh
Frankreich,2028,43.26785353937714,ZERO-C,KKW60,CHF/MWh
Frankreich,2029,41.24624654303967,ZERO-C,KKW60,CHF/MWh
Frankreich,2030,44.39168015567812,ZERO-C,KKW60,CHF/MWh
Frankreich,2031,51.897323919413694,ZERO-C,KKW60,CHF/MWh
Frankreich,2032,55.076878475275734,ZERO-C,KKW60,CHF/MWh
Frankreich,2033,59.22878882326115,ZERO-C,KKW60,CHF/MWh
Frankreich,2034,66.07859360348166,ZERO-C,KKW60,CHF/MWh
Frankreich,2035,70.9908459752744,ZERO-C,KKW60,CHF/MWh
Frankreich,2036,78.34547675366633,ZERO-C,KKW60,CHF/MWh
Frankreich,2037,82.46749997253018,ZERO-C,KKW60,CHF/MWh
Frankreich,2038,83.26477742674268,ZERO-C,KKW60,CHF/MWh
Frankreich,2039,80.1412396108079,ZERO-C,KKW60,CHF/MWh
Frankreich,2040,79.4426165979884,ZERO-C,KKW60,CHF/MWh
Frankreich,2041,95.23833394231133,ZERO-C,KKW60,CHF/MWh
Frankreich,2042,109.21438693223732,ZERO-C,KKW60,CHF/MWh
Frankreich,2043,120.8066210668534,ZERO-C,KKW60,CHF/MWh
Frankreich,2044,123.96674907509293,ZERO-C,KKW60,CHF/MWh
Frankreich,2045,131.47045206960158,ZERO-C,KKW60,CHF/MWh
Frankreich,2046,133.8637119917588,ZERO-C,KKW60,CHF/MWh
Frankreich,2047,131.5954680952385,ZERO-C,KKW60,CHF/MWh
Frankreich,2048,141.81655222069438,ZERO-C,KKW60,CHF/MWh
Frankreich,2049,138.66178907967176,ZERO-C,KKW60,CHF/MWh
Frankreich,2050,150.60934903388454,ZERO-C,KKW60,CHF/MWh
Frankreich,2051,150.75639417124654,ZERO-C,KKW60,CHF/MWh
Frankreich,2052,152.35744088369952,ZERO-C,KKW60,CHF/MWh
Frankreich,2053,150.05177769230366,ZERO-C,KKW60,CHF/MWh
Frankreich,2054,151.61437802655533,ZERO-C,KKW60,CHF/MWh
Frankreich,2055,153.23369779303624,ZERO-C,KKW60,CHF/MWh
Frankreich,2056,161.43806322801981,ZERO-C,KKW60,CHF/MWh
Frankreich,2057,162.37183228937764,ZERO-C,KKW60,CHF/MWh
Frankreich,2058,165.1917774175828,ZERO-C,KKW60,CHF/MWh
Frankreich,2059,167.8988315476187,ZERO-C,KKW60,CHF/MWh
Frankreich,2060,166.640804510069,ZERO-C,KKW60,CHF/MWh
Italien,2015,57.54158409340656,ZERO-C,KKW60,CHF/MWh
Italien,2016,47.3552362316851,ZERO-C,KKW60,CHF/MWh
Italien,2017,55.41849887362559,ZERO-C,KKW60,CHF/MWh
Italien,2018,67.16751478937785,ZERO-C,KKW60,CHF/MWh
Italien,2019,74.22757275640954,ZERO-C,KKW60,CHF/MWh
Italien,2020,75.03927983516489,ZERO-C,KKW60,CHF/MWh
Italien,2021,75.31167255952367,ZERO-C,KKW60,CHF/MWh
Italien,2022,75.43465048535042,ZERO-C,KKW60,CHF/MWh
Italien,2023,75.82121623626252,ZERO-C,KKW60,CHF/MWh
Italien,2024,75.17584885531286,ZERO-C,KKW60,CHF/MWh
Italien,2025,74.27713048992813,ZERO-C,KKW60,CHF/MWh
Italien,2026,73.8455557829667,ZERO-C,KKW60,CHF/MWh
Italien,2027,72.36227974358933,ZERO-C,KKW60,CHF/MWh
Italien,2028,71.5008824130048,ZERO-C,KKW60,CHF/MWh
Italien,2029,71.26973435439558,ZERO-C,KKW60,CHF/MWh
Italien,2030,71.72056710622752,ZERO-C,KKW60,CHF/MWh
Italien,2031,73.6593934432221,ZERO-C,KKW60,CHF/MWh
Italien,2032,76.82507726190309,ZERO-C,KKW60,CHF/MWh
Italien,2033,78.12333688644674,ZERO-C,KKW60,CHF/MWh
Italien,2034,82.63528356227143,ZERO-C,KKW60,CHF/MWh
Italien,2035,94.89722343406326,ZERO-C,KKW60,CHF/MWh
Italien,2036,97.66622124542414,ZERO-C,KKW60,CHF/MWh
Italien,2037,99.32524737637227,ZERO-C,KKW60,CHF/MWh
Italien,2038,101.36713472069398,ZERO-C,KKW60,CHF/MWh
Italien,2039,101.90425907051404,ZERO-C,KKW60,CHF/MWh
Italien,2040,105.62381580128262,ZERO-C,KKW60,CHF/MWh
Italien,2041,128.08826253663761,ZERO-C,KKW60,CHF/MWh
Italien,2042,145.99358474816944,ZERO-C,KKW60,CHF/MWh
Italien,2043,161.74869439102602,ZERO-C,KKW60,CHF/MWh
Italien,2044,175.57531996795223,ZERO-C,KKW60,CHF/MWh
Italien,2045,185.51602999542465,ZERO-C,KKW60,CHF/MWh
Italien,2046,194.76948530219744,ZERO-C,KKW60,CHF/MWh
Italien,2047,200.00808048992027,ZERO-C,KKW60,CHF/MWh
Italien,2048,207.524552380945,ZERO-C,KKW60,CHF/MWh
Italien,2049,212.12999431318005,ZERO-C,KKW60,CHF/MWh
Italien,2050,217.3665616254557,ZERO-C,KKW60,CHF/MWh
Italien,2051,222.65761640568041,ZERO-C,KKW60,CHF/MWh
Italien,2052,228.1403400732582,ZERO-C,KKW60,CHF/MWh
Italien,2053,232.3623273809571,ZERO-C,KKW60,CHF/MWh
Italien,2054,231.45473573260236,ZERO-C,KKW60,CHF/MWh
Italien,2055,238.78408007783287,ZERO-C,KKW60,CHF/MWh
Italien,2056,238.4526390247279,ZERO-C,KKW60,CHF/MWh
Italien,2057,240.24182058151038,ZERO-C,KKW60,CHF/MWh
Italien,2058,236.05363673075877,ZERO-C,KKW60,CHF/MWh
Italien,2059,231.36594832875534,ZERO-C,KKW60,CHF/MWh
Italien,2060,227.81735483058134,ZERO-C,KKW60,CHF/MWh
Österreich,2015,32.479015540292785,ZERO-C,KKW60,CHF/MWh
Österreich,2016,30.288567065019016,ZERO-C,KKW60,CHF/MWh
Österreich,2017,36.500686277472035,ZERO-C,KKW60,CHF/MWh
Österreich,2018,44.41540983058577,ZERO-C,KKW60,CHF/MWh
Österreich,2019,52.192291231684244,ZERO-C,KKW60,CHF/MWh
Österreich,2020,53.63842217490826,ZERO-C,KKW60,CHF/MWh
Österreich,2021,49.372599853477986,ZERO-C,KKW60,CHF/MWh
Österreich,2022,46.570457989925394,ZERO-C,KKW60,CHF/MWh
Österreich,2023,47.33004075549538,ZERO-C,KKW60,CHF/MWh
Österreich,2024,52.599383379121605,ZERO-C,KKW60,CHF/MWh
Österreich,2025,49.828223713369006,ZERO-C,KKW60,CHF/MWh
Österreich,2026,47.170514331500435,ZERO-C,KKW60,CHF/MWh
Österreich,2027,45.8661847573261,ZERO-C,KKW60,CHF/MWh
Österreich,2028,49.27299932692349,ZERO-C,KKW60,CHF/MWh
Österreich,2029,49.32790413461692,ZERO-C,KKW60,CHF/MWh
Österreich,2030,48.659008777473076,ZERO-C,KKW60,CHF/MWh
Österreich,2031,50.775199194137905,ZERO-C,KKW60,CHF/MWh
Österreich,2032,58.452113452379905,ZERO-C,KKW60,CHF/MWh
Österreich,2033,62.63390641483358,ZERO-C,KKW60,CHF/MWh
Österreich,2034,69.36531205585993,ZERO-C,KKW60,CHF/MWh
Österreich,2035,72.07692439102587,ZERO-C,KKW60,CHF/MWh
Österreich,2036,75.57603889652246,ZERO-C,KKW60,CHF/MWh
Österreich,2037,77.4973028388276,ZERO-C,KKW60,CHF/MWh
Österreich,2038,76.14812776556852,ZERO-C,KKW60,CHF/MWh
Österreich,2039,75.18586567307692,ZERO-C,KKW60,CHF/MWh
Österreich,2040,74.97901693223471,ZERO-C,KKW60,CHF/MWh
Österreich,2041,94.17453732600751,ZERO-C,KKW60,CHF/MWh
Österreich,2042,106.87651873626508,ZERO-C,KKW60,CHF/MWh
Österreich,2043,112.42092848443075,ZERO-C,KKW60,CHF/MWh
Österreich,2044,119.55632948718063,ZERO-C,KKW60,CHF/MWh
Österreich,2045,123.68596334707127,ZERO-C,KKW60,CHF/MWh
Österreich,2046,127.16721988095406,ZERO-C,KKW60,CHF/MWh
Österreich,2047,131.12577950091412,ZERO-C,KKW60,CHF/MWh
Österreich,2048,136.40713229395837,ZERO-C,KKW60,CHF/MWh
Österreich,2049,135.28454468406656,ZERO-C,KKW60,CHF/MWh
Österreich,2050,139.96184447344356,ZERO-C,KKW60,CHF/MWh
Österreich,2051,137.5238495283901,ZERO-C,KKW60,CHF/MWh
Österreich,2052,137.20852033882872,ZERO-C,KKW60,CHF/MWh
Österreich,2053,137.66677517856985,ZERO-C,KKW60,CHF/MWh
Österreich,2054,136.20310361721835,ZERO-C,KKW60,CHF/MWh
Österreich,2055,139.04232617674052,ZERO-C,KKW60,CHF/MWh
Österreich,2056,138.23983310439425,ZERO-C,KKW60,CHF/MWh
Österreich,2057,139.9437554578724,ZERO-C,KKW60,CHF/MWh
Österreich,2058,139.76145155220024,ZERO-C,KKW60,CHF/MWh
Österreich,2059,136.28993883242094,ZERO-C,KKW60,CHF/MWh
Österreich,2060,121.04886428113775,ZERO-C,KKW60,CHF/MWh
Schweiz,2015,45.505198891939344,WWB,KKW60,CHF/MWh
Schweiz,2016,39.19572983974187,WWB,KKW60,CHF/MWh
Schweiz,2017,47.3842496428553,WWB,KKW60,CHF/MWh
Schweiz,2018,55.89796753205137,WWB,KKW60,CHF/MWh
Schweiz,2019,64.60468095238261,WWB,KKW60,CHF/MWh
Schweiz,2020,63.58260131410302,WWB,KKW60,CHF/MWh
Schweiz,2021,61.57684685439631,WWB,KKW60,CHF/MWh
Schweiz,2022,67.76669688186706,WWB,KKW60,CHF/MWh
Schweiz,2023,66.16102291666651,WWB,KKW60,CHF/MWh
Schweiz,2024,69.72156178571447,WWB,KKW60,CHF/MWh
Schweiz,2025,68.02233865384602,WWB,KKW60,CHF/MWh
Schweiz,2026,69.57080148809594,WWB,KKW60,CHF/MWh
Schweiz,2027,69.39362410256524,WWB,KKW60,CHF/MWh
Schweiz,2028,68.97105134615438,WWB,KKW60,CHF/MWh
Schweiz,2029,70.04266866758277,WWB,KKW60,CHF/MWh
Schweiz,2030,69.92845142399403,WWB,KKW60,CHF/MWh
Schweiz,2031,73.95366656135732,WWB,KKW60,CHF/MWh
Schweiz,2032,74.66550967033042,WWB,KKW60,CHF/MWh
Schweiz,2033,78.54143044413935,WWB,KKW60,CHF/MWh
Schweiz,2034,78.44520886904772,WWB,KKW60,CHF/MWh
Schweiz,2035,80.33433313644689,WWB,KKW60,CHF/MWh
Schweiz,2036,84.03812483516698,WWB,KKW60,CHF/MWh
Schweiz,2037,86.37666823718183,WWB,KKW60,CHF/MWh
Schweiz,2038,79.4785309203324,WWB,KKW60,CHF/MWh
Schweiz,2039,84.72503099817057,WWB,KKW60,CHF/MWh
Schweiz,2040,86.0293908470713,WWB,KKW60,CHF/MWh
Schweiz,2041,89.30764910714356,WWB,KKW60,CHF/MWh
Schweiz,2042,92.23080064102822,WWB,KKW60,CHF/MWh
Schweiz,2043,91.26841559066132,WWB,KKW60,CHF/MWh
Schweiz,2044,96.74909677655431,WWB,KKW60,CHF/MWh
Schweiz,2045,103.05401014651889,WWB,KKW60,CHF/MWh
Schweiz,2046,96.30878143772946,WWB,KKW60,CHF/MWh
Schweiz,2047,97.45037453754735,WWB,KKW60,CHF/MWh
Schweiz,2048,89.21021720695974,WWB,KKW60,CHF/MWh
Schweiz,2049,82.34966410256254,WWB,KKW60,CHF/MWh
Schweiz,2050,90.57036713370019,WWB,KKW60,CHF/MWh
Schweiz,2051,101.59990991300086,WWB,KKW60,CHF/MWh
Schweiz,2052,99.83358032966903,WWB,KKW60,CHF/MWh
Schweiz,2053,102.8359990613544,WWB,KKW60,CHF/MWh
Schweiz,2054,104.88342840658848,WWB,KKW60,CHF/MWh
Schweiz,2055,107.4543337774702,WWB,KKW60,CHF/MWh
Schweiz,2056,111.22159192307815,WWB,KKW60,CHF/MWh
Schweiz,2057,113.84324423992526,WWB,KKW60,CHF/MWh
Schweiz,2058,111.9751571886479,WWB,KKW60,CHF/MWh
Schweiz,2059,119.7941387820529,WWB,KKW60,CHF/MWh
Schweiz,2060,125.69450958791347,WWB,KKW60,CHF/MWh
Deutschland,2015,36.98094407051256,WWB,KKW60,CHF/MWh
Deutschland,2016,34.66171103021999,WWB,KKW60,CHF/MWh
Deutschland,2017,40.39557416666681,WWB,KKW60,CHF/MWh
Deutschland,2018,52.19709535256347,WWB,KKW60,CHF/MWh
Deutschland,2019,62.381097454211854,WWB,KKW60,CHF/MWh
Deutschland,2020,61.048270599815915,WWB,KKW60,CHF/MWh
Deutschland,2021,61.8120804075102,WWB,KKW60,CHF/MWh
Deutschland,2022,64.32261306318702,WWB,KKW60,CHF/MWh
Deutschland,2023,66.08960178571358,WWB,KKW60,CHF/MWh
Deutschland,2024,67.63752684523932,WWB,KKW60,CHF/MWh
Deutschland,2025,66.6724761584261,WWB,KKW60,CHF/MWh
Deutschland,2026,67.41364764194273,WWB,KKW60,CHF/MWh
Deutschland,2027,68.50995586080569,WWB,KKW60,CHF/MWh
Deutschland,2028,68.24648435439629,WWB,KKW60,CHF/MWh
Deutschland,2029,68.88848885073303,WWB,KKW60,CHF/MWh
Deutschland,2030,70.46426081501579,WWB,KKW60,CHF/MWh
Deutschland,2031,73.10413094780195,WWB,KKW60,CHF/MWh
Deutschland,2032,75.0408691254567,WWB,KKW60,CHF/MWh
Deutschland,2033,76.56436978479846,WWB,KKW60,CHF/MWh
Deutschland,2034,78.86230827380928,WWB,KKW60,CHF/MWh
Deutschland,2035,82.40898955128213,WWB,KKW60,CHF/MWh
Deutschland,2036,85.45769183150294,WWB,KKW60,CHF/MWh
Deutschland,2037,89.87874461996304,WWB,KKW60,CHF/MWh
Deutschland,2038,92.0679789194114,WWB,KKW60,CHF/MWh
Deutschland,2039,93.0205419459697,WWB,KKW60,CHF/MWh
Deutschland,2040,95.62894800824147,WWB,KKW60,CHF/MWh
Deutschland,2041,97.82949947802126,WWB,KKW60,CHF/MWh
Deutschland,2042,97.6222474725241,WWB,KKW60,CHF/MWh
Deutschland,2043,98.19242744047625,WWB,KKW60,CHF/MWh
Deutschland,2044,99.15933192307719,WWB,KKW60,CHF/MWh
Deutschland,2045,98.76272000915674,WWB,KKW60,CHF/MWh
Deutschland,2046,98.68119495421372,WWB,KKW60,CHF/MWh
Deutschland,2047,96.63103982142717,WWB,KKW60,CHF/MWh
Deutschland,2048,95.38968672161093,WWB,KKW60,CHF/MWh
Deutschland,2049,95.00172740384625,WWB,KKW60,CHF/MWh
Deutschland,2050,95.05347500915751,WWB,KKW60,CHF/MWh
Deutschland,2051,97.81888154761849,WWB,KKW60,CHF/MWh
Deutschland,2052,100.1730344917556,WWB,KKW60,CHF/MWh
Deutschland,2053,101.2739488507334,WWB,KKW60,CHF/MWh
Deutschland,2054,102.83954824175979,WWB,KKW60,CHF/MWh
Deutschland,2055,106.735697445056,WWB,KKW60,CHF/MWh
Deutschland,2056,108.24398877289372,WWB,KKW60,CHF/MWh
Deutschland,2057,110.79440652014638,WWB,KKW60,CHF/MWh
Deutschland,2058,114.88093434981543,WWB,KKW60,CHF/MWh
Deutschland,2059,116.97943755494387,WWB,KKW60,CHF/MWh
Deutschland,2060,117.36065530219601,WWB,KKW60,CHF/MWh
Frankreich,2015,42.10637499084278,WWB,KKW60,CHF/MWh
Frankreich,2016,37.9642320924914,WWB,KKW60,CHF/MWh
Frankreich,2017,47.30218614926866,WWB,KKW60,CHF/MWh
Frankreich,2018,54.051621451465685,WWB,KKW60,CHF/MWh
Frankreich,2019,62.80657724816989,WWB,KKW60,CHF/MWh
Frankreich,2020,61.30642743131826,WWB,KKW60,CHF/MWh
Frankreich,2021,60.80580072344625,WWB,KKW60,CHF/MWh
Frankreich,2022,62.33299330585967,WWB,KKW60,CHF/MWh
Frankreich,2023,60.0890204441378,WWB,KKW60,CHF/MWh
Frankreich,2024,58.68988503663,WWB,KKW60,CHF/MWh
Frankreich,2025,56.31737193223705,WWB,KKW60,CHF/MWh
Frankreich,2026,54.514055663920544,WWB,KKW60,CHF/MWh
Frankreich,2027,52.082589702381476,WWB,KKW60,CHF/MWh
Frankreich,2028,53.67833820512661,WWB,KKW60,CHF/MWh
Frankreich,2029,51.302369134614075,WWB,KKW60,CHF/MWh
Frankreich,2030,55.327244212456144,WWB,KKW60,CHF/MWh
Frankreich,2031,63.78621929029505,WWB,KKW60,CHF/MWh
Frankreich,2032,65.13367640567989,WWB,KKW60,CHF/MWh
Frankreich,2033,69.86126928571753,WWB,KKW60,CHF/MWh
Frankreich,2034,75.605124542126,WWB,KKW60,CHF/MWh
Frankreich,2035,81.67344704212447,WWB,KKW60,CHF/MWh
Frankreich,2036,86.68839805402867,WWB,KKW60,CHF/MWh
Frankreich,2037,93.07434743589529,WWB,KKW60,CHF/MWh
Frankreich,2038,96.57042265110178,WWB,KKW60,CHF/MWh
Frankreich,2039,93.31472224816888,WWB,KKW60,CHF/MWh
Frankreich,2040,97.50105469323027,WWB,KKW60,CHF/MWh
Frankreich,2041,101.44677663461528,WWB,KKW60,CHF/MWh
Frankreich,2042,99.81247711996264,WWB,KKW60,CHF/MWh
Frankreich,2043,99.67796439102075,WWB,KKW60,CHF/MWh
Frankreich,2044,94.31864501831626,WWB,KKW60,CHF/MWh
Frankreich,2045,94.28711282967345,WWB,KKW60,CHF/MWh
Frankreich,2046,96.08960291666732,WWB,KKW60,CHF/MWh
Frankreich,2047,97.31722510073475,WWB,KKW60,CHF/MWh
Frankreich,2048,96.38175467948793,WWB,KKW60,CHF/MWh
Frankreich,2049,96.10269288462007,WWB,KKW60,CHF/MWh
Frankreich,2050,99.34989312728466,WWB,KKW60,CHF/MWh
Frankreich,2051,98.34473453754804,WWB,KKW60,CHF/MWh
Frankreich,2052,97.44511231227322,WWB,KKW60,CHF/MWh
Frankreich,2053,97.78340342033196,WWB,KKW60,CHF/MWh
Frankreich,2054,98.80624736264096,WWB,KKW60,CHF/MWh
Frankreich,2055,95.3559466025644,WWB,KKW60,CHF/MWh
Frankreich,2056,99.2575565430384,WWB,KKW60,CHF/MWh
Frankreich,2057,99.82140550824388,WWB,KKW60,CHF/MWh
Frankreich,2058,99.69370459248779,WWB,KKW60,CHF/MWh
Frankreich,2059,103.8074065109943,WWB,KKW60,CHF/MWh
Frankreich,2060,105.49140982142505,WWB,KKW60,CHF/MWh
Italien,2015,57.49994213827832,WWB,KKW60,CHF/MWh
Italien,2016,47.347161776556874,WWB,KKW60,CHF/MWh
Italien,2017,55.54078287087818,WWB,KKW60,CHF/MWh
Italien,2018,67.37744132783959,WWB,KKW60,CHF/MWh
Italien,2019,75.41189610805883,WWB,KKW60,CHF/MWh
Italien,2020,75.9710364239906,WWB,KKW60,CHF/MWh
Italien,2021,76.39883170330053,WWB,KKW60,CHF/MWh
Italien,2022,77.55040550366279,WWB,KKW60,CHF/MWh
Italien,2023,78.65856760530865,WWB,KKW60,CHF/MWh
Italien,2024,79.86955210164784,WWB,KKW60,CHF/MWh
Italien,2025,80.27325852564223,WWB,KKW60,CHF/MWh
Italien,2026,80.9841129258252,WWB,KKW60,CHF/MWh
Italien,2027,81.62301160714165,WWB,KKW60,CHF/MWh
Italien,2028,81.7892817261899,WWB,KKW60,CHF/MWh
Italien,2029,82.38379912087733,WWB,KKW60,CHF/MWh
Italien,2030,83.21438926281918,WWB,KKW60,CHF/MWh
Italien,2031,84.26790030677797,WWB,KKW60,CHF/MWh
Italien,2032,85.03083679486818,WWB,KKW60,CHF/MWh
Italien,2033,85.69553936813536,WWB,KKW60,CHF/MWh
Italien,2034,87.01757726648454,WWB,KKW60,CHF/MWh
Italien,2035,87.88277527014247,WWB,KKW60,CHF/MWh
Italien,2036,89.37101503662939,WWB,KKW60,CHF/MWh
Italien,2037,90.82920116300322,WWB,KKW60,CHF/MWh
Italien,2038,91.84705907050639,WWB,KKW60,CHF/MWh
Italien,2039,91.90640257783912,WWB,KKW60,CHF/MWh
Italien,2040,92.13766748626112,WWB,KKW60,CHF/MWh
Italien,2041,92.15613652930037,WWB,KKW60,CHF/MWh
Italien,2042,92.00296700090779,WWB,KKW60,CHF/MWh
Italien,2043,92.41802498626305,WWB,KKW60,CHF/MWh
Italien,2044,91.80508316391786,WWB,KKW60,CHF/MWh
Italien,2045,90.76041273808791,WWB,KKW60,CHF/MWh
Italien,2046,90.67352082417376,WWB,KKW60,CHF/MWh
Italien,2047,91.06079657050954,WWB,KKW60,CHF/MWh
Italien,2048,92.09741139652559,WWB,KKW60,CHF/MWh
Italien,2049,92.21868344780378,WWB,KKW60,CHF/MWh
Italien,2050,94.07282832418036,WWB,KKW60,CHF/MWh
Italien,2051,97.13565456044117,WWB,KKW60,CHF/MWh
Italien,2052,101.706197834251,WWB,KKW60,CHF/MWh
Italien,2053,107.22720575091931,WWB,KKW60,CHF/MWh
Italien,2054,109.00187163919861,WWB,KKW60,CHF/MWh
Italien,2055,114.1026707509133,WWB,KKW60,CHF/MWh
Italien,2056,117.65331987637259,WWB,KKW60,CHF/MWh
Italien,2057,120.76462657051452,WWB,KKW60,CHF/MWh
Italien,2058,121.04915521062271,WWB,KKW60,CHF/MWh
Italien,2059,121.65743552198106,WWB,KKW60,CHF/MWh
Italien,2060,125.01209178570495,WWB,KKW60,CHF/MWh
Österreich,2015,32.852726881868286,WWB,KKW60,CHF/MWh
Österreich,2016,32.28353602106249,WWB,KKW60,CHF/MWh
Österreich,2017,39.20184413919375,WWB,KKW60,CHF/MWh
Österreich,2018,49.471971593406316,WWB,KKW60,CHF/MWh
Österreich,2019,58.798070306775756,WWB,KKW60,CHF/MWh
Österreich,2020,56.07055418040331,WWB,KKW60,CHF/MWh
Österreich,2021,58.755656080584004,WWB,KKW60,CHF/MWh
Österreich,2022,58.14912944597026,WWB,KKW60,CHF/MWh
Österreich,2023,61.62791261446827,WWB,KKW60,CHF/MWh
Österreich,2024,62.653458576008326,WWB,KKW60,CHF/MWh
Österreich,2025,65.6805312912075,WWB,KKW60,CHF/MWh
Österreich,2026,62.31982924450627,WWB,KKW60,CHF/MWh
Österreich,2027,64.02268122710477,WWB,KKW60,CHF/MWh
Österreich,2028,60.33597801740064,WWB,KKW60,CHF/MWh
Österreich,2029,63.524294450549526,WWB,KKW60,CHF/MWh
Österreich,2030,66.747661845236,WWB,KKW60,CHF/MWh
Österreich,2031,65.91427208791384,WWB,KKW60,CHF/MWh
Österreich,2032,70.24449153846128,WWB,KKW60,CHF/MWh
Österreich,2033,72.80391415751149,WWB,KKW60,CHF/MWh
Österreich,2034,74.87884357600721,WWB,KKW60,CHF/MWh
Österreich,2035,78.65286785714078,WWB,KKW60,CHF/MWh
Österreich,2036,83.69498923992694,WWB,KKW60,CHF/MWh
Österreich,2037,79.09350293956254,WWB,KKW60,CHF/MWh
Österreich,2038,82.13661276098718,WWB,KKW60,CHF/MWh
Österreich,2039,81.85468814560441,WWB,KKW60,CHF/MWh
Österreich,2040,86.49078137820511,WWB,KKW60,CHF/MWh
Österreich,2041,95.30123711996177,WWB,KKW60,CHF/MWh
Österreich,2042,96.61423057692598,WWB,KKW60,CHF/MWh
Österreich,2043,98.62001185897246,WWB,KKW60,CHF/MWh
Österreich,2044,100.3300891437764,WWB,KKW60,CHF/MWh
Österreich,2045,107.07352619963287,WWB,KKW60,CHF/MWh
Österreich,2046,100.63658103479696,WWB,KKW60,CHF/MWh
Österreich,2047,98.4947127380946,WWB,KKW60,CHF/MWh
Österreich,2048,94.09369159340585,WWB,KKW60,CHF/MWh
Österreich,2049,95.87588499999929,WWB,KKW60,CHF/MWh
Österreich,2050,92.77932103479995,WWB,KKW60,CHF/MWh
Österreich,2051,94.0414788461543,WWB,KKW60,CHF/MWh
Österreich,2052,93.8272303250915,WWB,KKW60,CHF/MWh
Österreich,2053,98.68816451464863,WWB,KKW60,CHF/MWh
Österreich,2054,97.71399529303784,WWB,KKW60,CHF/MWh
Österreich,2055,99.13504973443088,WWB,KKW60,CHF/MWh
Österreich,2056,102.16455491757883,WWB,KKW60,CHF/MWh
Österreich,2057,106.54173763736473,WWB,KKW60,CHF/MWh
Österreich,2058,110.18189770604275,WWB,KKW60,CHF/MWh
Österreich,2059,108.62576686813088,WWB,KKW60,CHF/MWh
Österreich,2060,108.1500780357122,WWB,KKW60,CHF/MWh
