variable,unit,year,value,scenario,variant
Anteil inl. Erzeugung,%,2031,1.0,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2032,1.0,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2033,1.0,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2034,1.0,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2035,1.0,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2036,0.9493063666650386,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2037,0.8595598740162076,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2038,0.864482749743941,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2039,0.7457299404705641,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2040,0.7898269213376355,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2041,0.5683523371904172,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2042,0.7085246641441713,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2043,0.5421574486999163,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2044,0.5092141338301722,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2045,0.5899151851852142,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2046,0.45735628376066206,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2047,0.5325881854903696,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2048,0.4318571320294104,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2049,0.4493076305980914,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2050,0.43822043820049666,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2051,0.38773687825694503,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2052,0.43443809661530813,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2053,0.41584443776922186,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2054,0.35436918453943667,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2055,0.4272498214553435,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2056,0.39807443111746443,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2057,0.3879138409972295,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2058,0.3710047406193663,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2059,0.3865760119560564,ZERO-Basis,KKW60
Anteil inl. Erzeugung,%,2060,0.409343543333753,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2020,0.0063648295697937415,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2021,0.054411475717583445,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2022,0.09715155975448193,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2023,0.15151823549400212,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2024,0.21487286044527526,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2025,0.2905863898495261,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2026,0.37970835556377724,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2027,0.4845579988202497,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2028,0.5771534258351468,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2029,0.6836577072434056,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2030,0.7945158650646742,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2031,0.9382620665503222,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2032,1.1030327934476576,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2033,1.286845846689394,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2034,1.478322908133389,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2035,1.3560996939016092,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2036,1.400253776915202,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2037,1.4422282074087602,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2038,1.8962831237991111,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2039,1.896152130235682,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2040,2.431874942983194,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2041,1.9582506137438143,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2042,2.747030278708051,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2043,2.295958480894154,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2044,2.1601271922972134,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2045,2.9607719305849973,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2046,2.45402013300921,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2047,3.0644830505993883,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2048,2.6327050385634974,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2049,2.843301988333251,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2050,2.9382162389877733,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2051,2.72050476766983,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2052,3.221780357964372,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2053,3.21080936270416,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2054,2.840455822542418,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2055,3.5457277508724543,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2056,3.420099455131697,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2057,3.4482328114280665,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2058,3.4106549676791786,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2059,3.674045718940316,ZERO-Basis,KKW60
Stromverbrauch Elektrolyseure,TWh,2060,4.021060445925491,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2020,0.00209094269704141,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2021,0.017993212869571548,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2022,0.0321162181006568,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2023,0.049776030057164716,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2024,0.07105584009433148,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2025,0.09609338288674316,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2026,0.125523423326871,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2027,0.15717093701598311,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2028,0.1907945209372368,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2029,0.2260772841413462,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2030,0.26264987274865537,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2031,0.30945318817621187,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2032,0.363917120899901,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2033,0.42568503033059146,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2034,0.49458779127911623,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2035,0.9877315461395308,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2036,0.9877315461395308,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2037,0.9776010742904655,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2038,1.1187051026284265,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2039,1.1187051026284265,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2040,1.2942614291633217,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2041,1.2942614291633217,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2042,1.411176169968471,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2043,1.411176169968471,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2044,1.1951254340500603,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2045,1.4891451548280574,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2046,1.4891451548280574,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2047,1.5333477138767477,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2048,1.5333477138767477,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2049,1.4476067378623185,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2050,1.4844285291972943,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2051,1.4844285291972943,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2052,1.6108901789821857,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2053,1.6108901789821857,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2054,1.6108901789821857,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2055,1.772863875436227,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2056,1.772863875436227,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2057,1.7241164057140332,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2058,1.7241164057140332,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2059,1.8370228594701576,ZERO-Basis,KKW60
Installierte Leistung Elektrolyseure,GW,2060,2.0105302229627453,ZERO-Basis,KKW60
H2-Erzeugung im Inland,PJ,2020,0.013497310317786039,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2021,0.047982941830646525,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2022,0.09173555799328464,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2023,0.14507175385379772,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2024,0.20827665988175717,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2025,0.28188880945488143,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2026,0.8057681249178841,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2027,1.0039056267633828,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2028,1.215854421649474,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2029,1.439847792956537,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2030,1.6736766242484868,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2031,1.9781279173902333,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2032,2.3362657054320577,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2033,2.74580315653005,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2034,3.205600672931027,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2035,3.7151333586014523,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2036,4.172647633278935,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2037,4.341659980813679,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2038,4.977405111559224,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2039,4.857438745921508,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2040,5.779516530769908,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2041,4.616337967401155,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2042,6.330242223877512,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2043,5.28762768449471,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2044,5.385341942336537,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2045,6.725334173529962,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2046,5.5938333869721255,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2047,6.956086888730443,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2048,5.992936048964953,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2049,6.596502963127683,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2050,6.779358979757602,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2051,6.300560639013785,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2052,7.389604474627348,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2053,7.3807339714393665,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2054,6.543810606060172,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2055,8.18660077797852,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2056,7.913897250710694,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2057,7.99649388441793,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2058,7.926657519606212,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2059,8.557444105177293,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2060,9.386101852803076,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2020,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2021,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2022,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2023,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2024,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2025,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2026,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2027,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2028,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2029,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2030,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2031,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2032,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2033,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2034,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2035,1.0,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2036,0.967250525718215,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2037,0.8754915129713621,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2038,0.8803108718685934,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2039,0.7593605372163835,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2040,0.8044356639109355,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2041,0.5811850563638251,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2042,0.7290483094994384,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2043,0.5618307449402609,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2044,0.5317953105645469,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2045,0.6212416071690294,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2046,0.48751395532069,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2047,0.5753326639404616,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2048,0.47336919235529756,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2049,0.5002868889672184,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2050,0.4961350476838884,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2051,0.4461038686886173,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2052,0.507849144135432,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2053,0.4938107524584674,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2054,0.4273767050959384,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2055,0.523145059291498,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2056,0.4970491950312408,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2057,0.49406232624230306,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2058,0.48206408302875403,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2059,0.5124528704280631,ZERO-A,KKW60
Anteil inl. Erzeugung,%,2060,0.5535886131128763,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2020,0.0063648295697937415,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2021,0.054411475717583445,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2022,0.09715155975448193,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2023,0.15151823549400212,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2024,0.21487286044527526,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2025,0.2905863898495261,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2026,0.37970835556377724,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2027,0.4845579988202497,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2028,0.5771534258351468,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2029,0.6836577072434056,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2030,0.7945158650646742,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2031,0.9382620665503222,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2032,1.1030327934476576,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2033,1.286845846689394,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2034,1.478322908133389,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2035,1.5504378787526103,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2036,1.4647448078743297,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2037,1.4422282074087602,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2038,1.8962831237991111,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2039,1.896152130235682,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2040,2.431874942983194,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2041,1.9582506137438143,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2042,2.747030278708051,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2043,2.295958480894154,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2044,2.1601271922972134,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2045,2.9607719305849973,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2046,2.45402013300921,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2047,3.0644830505993883,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2048,2.6327050385634974,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2049,2.843301988333251,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2050,2.9382162389877733,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2051,2.72050476766983,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2052,3.221780357964372,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2053,3.21080936270416,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2054,2.840455822542418,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2055,3.5457277508724543,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2056,3.420099455131697,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2057,3.4482328114280665,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2058,3.4106549676791786,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2059,3.674045718940316,ZERO-A,KKW60
Stromverbrauch Elektrolyseure,TWh,2060,4.021060445925491,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2020,0.00209094269704141,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2021,0.017993212869571548,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2022,0.0321162181006568,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2023,0.049776030057164716,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2024,0.07105584009433148,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2025,0.09609338288674316,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2026,0.125523423326871,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2027,0.15717093701598311,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2028,0.1907945209372368,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2029,0.2260772841413462,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2030,0.26264987274865537,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2031,0.30945318817621187,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2032,0.363917120899901,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2033,0.42568503033059146,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2034,0.49458779127911623,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2035,0.9877315461395308,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2036,0.9877315461395308,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2037,0.9776010742904655,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2038,1.1187051026284265,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2039,1.1187051026284265,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2040,1.2942614291633217,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2041,1.2942614291633217,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2042,1.411176169968471,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2043,1.411176169968471,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2044,1.1951254340500603,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2045,1.4891451548280574,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2046,1.4891451548280574,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2047,1.5333477138767477,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2048,1.5333477138767477,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2049,1.4476067378623185,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2050,1.4844285291972943,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2051,1.4844285291972943,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2052,1.6108901789821857,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2053,1.6108901789821857,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2054,1.6108901789821857,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2055,1.772863875436227,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2056,1.772863875436227,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2057,1.7241164057140332,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2058,1.7241164057140332,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2059,1.8370228594701576,ZERO-A,KKW60
Installierte Leistung Elektrolyseure,GW,2060,2.0105302229627453,ZERO-A,KKW60
H2-Erzeugung im Inland,PJ,2020,0.013852249547498325,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2021,0.047729991357579764,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2022,0.09066924855782099,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2023,0.14297658799191687,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2024,0.2049251737115843,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2025,0.2770388105660843,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2026,0.8295004098026316,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2027,1.0628257457605756,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2028,1.3135593315851577,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2029,1.579826283870259,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2030,1.8595352471702817,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2031,2.2237783208758097,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2032,2.657235893451019,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2033,3.1577542518434925,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2034,3.7238430742452104,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2035,4.354445274096099,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2036,4.172647633278935,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2037,4.341659980813679,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2038,4.977405111559224,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2039,4.857438745921508,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2040,5.779516530769908,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2041,4.616337967401155,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2042,6.330242223877512,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2043,5.28762768449471,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2044,5.385341942336537,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2045,6.725334173529962,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2046,5.5938333869721255,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2047,6.956086888730443,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2048,5.992936048964953,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2049,6.596502963127683,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2050,6.779358979757602,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2051,6.300560639013785,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2052,7.389604474627348,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2053,7.3807339714393665,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2054,6.543810606060172,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2055,8.18660077797852,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2056,7.913897250710694,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2057,7.99649388441793,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2058,7.926657519606212,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2059,8.557444105177293,ZERO-B,KKW60
H2-Erzeugung im Inland,PJ,2060,9.386101852803076,ZERO-B,KKW60
Anteil inl. Erzeugung,%,2020,1.0,ZERO-B,KKW60
Anteil inl. Erzeugung,%,2021,1.0,ZERO-B,KKW60
Anteil inl. Erzeugung,%,2022,1.0,ZERO-B,KKW60
Anteil inl. Erzeugung,%,2023,1.0,ZERO-B,KKW60
Anteil inl. Erzeugung,%,2024,1.0,ZERO-B,KKW60
Anteil inl. Erzeugung,%,2025,1.0,ZERO-B,KKW60
Anteil inl. Erzeugung,%,2026,1.0,ZERO-B,KKW60
Anteil inl. Erzeugung,%,2027,1.0,ZERO-B,KKW60
Anteil inl. Erzeugung,%,2028,1.0,ZERO-B,KKW60
Anteil inl. Erzeugung,%,2029,1.0,ZERO-B,KKW60
